valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release date,speechiness,tempo
0.576,2023,0.341,"['KAROL G', 'Romeo Santos']",0.793,203360,0.78,True,3Zyk5Vd9WNPNVWxvb0EZTk,0,1,0.111,-4.247,0,X SI VOLVEMOS,87,2023-02-03,0.249,178.046
0.54,2023,0.576,['KAROL G'],0.87,207627,0.517,False,3HqcNJdZ2seoGxhn0wVNDK,0.00553,1,0.11,-7.918,1,PROVENZA,85,2023-02-24,0.0475,111.002
0.419,2023,0.797,['Jack Black'],0.698,95440,0.312,False,4w9soAM7IrmYDhSXLp14p6,0,10,0.1,-10.9,0,Peaches,82,2023-04-07,0.0483,92.138
0.245,2023,0.455,"['KAROL G', 'Carla Morrison']",0.777,210973,0.715,False,4bycD60yZgR6anIBtmU8UH,3.5e-05,8,0.326,-4.569,0,MAÑANA SERÁ BONITO,83,2023-02-24,0.0874,92.006
0.711,2023,0.0358,['Feid'],0.651,206947,0.557,True,3eqCJfgJJs8iKx49KO12s3,0,5,0.154,-5.466,0,REMIX EXCLUSIVO,89,2023-03-17,0.204,87.063
0.961,2023,0.662,['FIFTY FIFTY'],0.774,174253,0.66,False,5mg3VB3Qh7jcR5kAAC4DSV,0,2,0.4,-8.2,1,Cupid,84,2023-02-24,0.0328,120.023
0.554,2023,0.355,['Halsey'],0.694,215021,0.743,True,6VYAzAQGFsfEAwdorQaZuU,0,7,0.275,-4.267,0,Die 4 Me,80,2023-02-24,0.0833,145.048
0.761,2023,0.124,['Meghan Trainor'],0.751,147481,0.661,True,69ZzhvHnSSnzMO8SMYEJWb,0,9,0.456,-6.131,1,Mother,83,2023-03-10,0.0871,120.052
0.486,2023,0.1,"['YoungBoy Never Broke Again', 'Nicki Minaj']",0.723,158971,0.631,True,35NkPKSmtu6lCht95nukpr,0,8,0.289,-7.302,0,WTF (feat. Nicki Minaj),74,2023-04-07,0.49,159.913
0.765,2023,0.139,"['Ice Spice', 'Lil Tjay']",0.873,159371,0.578,True,6Ntj4LvgVgjlprxD2JyhZS,0,1,0.0953,-7.397,1,Gangsta Boo (with Lil Tjay),79,2023-01-20,0.272,147.074
0.566,2023,0.315,['KAROL G'],0.821,167787,0.696,False,3gOI5aQD4mOMLsP3aWrkon,1.07e-05,8,0.157,-5.796,0,TUS GAFITAS,84,2023-02-24,0.043,122.005
0.526,2023,0.181,"['Ghostluvme', 'Lil Uzi Vert']",0.779,174240,0.684,True,5ht9obvnnWeW4eoRtPAoQD,0,8,0.0691,-4.963,1,Fact (feat. Lil Uzi Vert),77,2023-02-07,0.108,124.034
0.827,2023,0.256,"['Junior H', 'Peso Pluma', 'Gabito Ballesteros']",0.662,194519,0.801,True,1piak4R3yW4otWWyaSqyCH,0,8,0.126,-6.397,0,El Tsurito,83,2023-04-07,0.0859,114.922
0.58,2023,0.0492,"['Yandel', 'Feid']",0.783,216148,0.729,True,4FAKtPVycI4DxoOHC01YqD,0.000272,6,0.1,-3.549,0,Yandel 150,91,2023-01-13,0.0691,167.968
0.296,2023,0.258,['NF'],0.549,253532,0.601,False,1l0wPhFZP1kWkZNQrrYrGy,0,5,0.168,-6.129,1,RUNNING,77,2023-04-07,0.0852,145.552
0.245,2023,0.525,['Morgan Wallen'],0.566,225665,0.416,False,77qpDGhjN7Hdp12JkPpHvY,4.07e-06,2,0.129,-6.811,1,Don't Think Jesus,74,2023-03-03,0.0264,116.997
0.358,2023,0.71,['Zach Templar'],0.626,145833,0.535,True,1oOamzG57yPWa5PTxXguDt,1.76e-06,9,0.109,-4.901,0,missin something,78,2023-02-02,0.0289,143.851
0.34,2023,0.166,['Melanie Martinez'],0.63,306932,0.606,True,3fopcCEKZaG9Mg6ZhNQzqm,4.91e-05,2,0.328,-7.157,1,NYMPHOLOGY,78,2023-03-31,0.0526,120.186
0.438,2023,0.391,"['Agust D', 'IU']",0.729,213995,0.574,False,4EaQ0ouIydfeAgQUz284EF,0,7,0.319,-4.779,0,People Pt.2 (feat. IU),89,2023-04-07,0.0589,88.94
0.43,2023,0.0568,"['Tyler, The Creator', 'Vince Staples']",0.731,199742,0.663,True,6S4WM9LW6oGkAtBFePffh2,0,1,0.781,-7.758,1,STUNTMAN (feat. Vince Staples),76,2023-03-31,0.246,95.972
0.532,2023,0.0031,['Tyler Hubbard'],0.657,179640,0.871,False,2KtGiBi5CrX2ERPD2PAS34,0,7,0.102,-4.614,1,Dancin’ In The Country,75,2023-01-27,0.0675,114.974
0.206,2023,0.011,"['Sam Smith', 'Kim Petras']",0.712,156943,0.463,False,0NZPBYD5qbEWRs3PrGiRkT,2.96e-06,2,0.301,-7.399,1,Unholy (feat. Kim Petras),87,2023-01-27,0.0797,131.199
0.497,2023,0.396,['NF'],0.546,264473,0.787,False,0EgLxY52mpGsXETyEsgVlP,0,0,0.0619,-4.023,0,HOPE,76,2023-04-07,0.212,100.559
0.543,2023,0.382,"['Don Toliver', 'Travis Scott']",0.861,192693,0.496,True,6w9GrSUaQQIaMBYtabge7p,2.57e-06,4,0.107,-5.537,0,Embarrassed (feat. Travis Scott),78,2023-02-28,0.0357,116.008
0.391,2023,0.642,['NF'],0.834,215187,0.414,False,0rc9XLNs7KZXu2ASA3LbL8,0,4,0.159,-5.978,0,MISTAKE,76,2023-04-07,0.0411,110.048
0.185,2023,0.985,"['Lana Del Rey', 'SYML']",0.315,206723,0.102,False,0Oqxt6JixieLHbwMfnJGWO,0.0512,0,0.109,-17.621,0,"Paris, Texas (feat. SYML)",81,2023-03-24,0.034,169.69
0.379,2023,0.0189,['Luke Combs'],0.708,239533,0.731,False,0eBFgRxyVSeuT4iyrbukdn,4.47e-06,3,0.129,-4.872,1,Where the Wild Things Are,76,2023-03-24,0.0345,116.975
0.477,2023,0.296,['NF'],0.583,265529,0.51,False,6fMpW2jYiXS6tpx2WgMIys,0,1,0.101,-4.671,1,SUFFICE,75,2023-04-07,0.365,160.024
0.581,2023,0.731,['Melanie Martinez'],0.483,284771,0.412,True,183WuVX0zsr0dHydHkKtGQ,0.00245,8,0.403,-10.038,0,TUNNEL VISION,78,2023-03-31,0.0441,180.111
0.432,2023,0.507,"['Charlie Puth', 'Dan + Shay']",0.584,165620,0.576,False,28a0aMV1OKoyNiCJuNsWrY,0,9,0.212,-4.557,1,That’s Not How This Works (feat. Dan + Shay),82,2023-03-31,0.0519,170.026
0.477,2023,0.205,['Lil Yachty'],0.492,229805,0.807,True,6luBKkFUt5wTwz7hpLhp12,0.00275,10,0.384,-3.677,0,drive ME crazy!,76,2023-01-27,0.0854,107.087
0.0876,2023,0.284,['NF'],0.547,208214,0.748,False,1PvhuffRIPgvOYsa6tPEkr,0,11,0.113,-3.848,1,MAMA,76,2023-04-07,0.414,89.386
0.395,2023,0.0109,['Russ'],0.838,126467,0.297,True,0DuylJNqsvjRN9hhWUdeJZ,4.6e-06,5,0.109,-8.224,0,NASTY,76,2023-03-17,0.056,83.524
0.715,2023,0.082,['NF'],0.685,217272,0.882,False,3q9PVufz68TRvOao25IMNk,0,0,0.286,-4.103,0,MOTTO,79,2023-03-09,0.296,80.283
0.509,2023,0.0383,['SZA'],0.678,137528,0.798,False,2ty6DmPnxVPpEFuB23XM0x,0.269,10,0.126,-5.195,1,Kill Bill - Sped Up Version,82,2023-01-13,0.0316,99.941
0.139,2023,0.665,['Lana Del Rey'],0.421,433916,0.247,True,5nW4z3pfZgJAJ2QTCz9AIE,0.375,10,0.115,-14.655,1,A&W,82,2023-03-24,0.143,161.468
0.144,2023,0.287,['NF'],0.668,222511,0.883,False,3vBTFVEcGhmH13Y0Lj9UTN,0,6,0.48,-4.031,0,BULLET,75,2023-04-07,0.279,82.874
0.701,2023,0.0658,['Lil Yachty'],0.851,148115,0.642,True,7iTTWHbr4tAlsRJN4m4bay,0,1,0.0713,-5.281,1,Strike (Holster),77,2023-04-07,0.216,143.091
0.188,2023,0.129,"['Kali Uchis', 'Don Toliver']",0.641,178275,0.684,False,1dvqHhLNccePPBHq11TW7v,0.000288,10,0.141,-6.119,0,Fantasy (feat. Don Toliver),78,2023-03-03,0.0476,104.036
0.148,2023,0.00148,['Sleep Token'],0.395,395716,0.701,False,1yCE0X5qLWOrLkR8NC0ZUJ,0.0049,10,0.05,-5.471,0,The Summoning,76,2023-01-06,0.0377,172.965
0.579,2023,0.213,"['Rauw Alejandro', 'Lyanno', 'Brray']",0.836,197101,0.826,True,1aUq8rjW1EwkAkMri4VfJy,6.03e-06,11,0.0814,-2.66,0,LOKERA,83,2023-01-24,0.0461,102.025
0.658,2023,0.421,"['Tyler, The Creator', 'YG']",0.778,204365,0.847,True,2sFEmuVVAa2klHwhFaT0rR,0.000363,6,0.35,-3.422,0,"BOYFRIEND, GIRLFRIEND (2020 Demo) (feat. YG)",76,2023-03-31,0.0605,109.226
0.828,2023,0.00788,['TOMORROW X TOGETHER'],0.712,186571,0.893,False,0rhI6gvOeCKA502RdJAbfs,0,10,0.169,-3.995,0,Sugar Rush Ride,84,2023-01-27,0.0851,125.022
0.524,2023,0.0914,"['$uicideboy$', 'Shakewell']",0.763,166420,0.814,True,4Xid2bPvFoMcwp6NeUT2Ap,0.000103,9,0.0956,-4.161,0,"Six Lines, Two Dragons, and a Messiah",75,2023-02-24,0.0684,110.008
0.7,2023,0.111,['Jordan Davis'],0.686,186800,0.733,False,6vjZxvzdAeHp7jv3R398Xm,0,2,0.153,-6.483,1,What My World Spins Around,74,2023-02-17,0.0401,124.882
0.398,2023,0.0229,['XG'],0.625,203557,0.712,False,3IelG5zYpWWCZIH4cqWlPV,0,2,0.252,-5.996,1,SHOOTING STAR,82,2023-01-25,0.0539,163.015
0.368,2023,0.186,['Melanie Martinez'],0.632,265464,0.604,True,1AUyzuh7CIr1yDYPTOgQQL,0,8,0.415,-6.23,0,MILK OF THE SIREN,75,2023-04-05,0.0472,121.945
0.651,2023,0.626,"['Logic', 'Seth MacFarlane', 'Redman', 'Statik Selektah']",0.655,315103,0.881,True,5E4mQ2mXblbeuI4tefnMZG,0,5,0.125,-3.531,0,"Self Medication (feat. Seth MacFarlane, Redman, & Statik Selektah)",76,2023-02-24,0.431,92.118
0.486,2023,0.00298,['Yeat'],0.76,238507,0.53,True,7qPiAhk71D2RqLRtnjDL76,4.91e-06,9,0.113,-8.178,0,No morë talk,77,2023-02-24,0.21,76.48
0.537,2023,0.0485,['Chris Young'],0.53,179973,0.874,False,67IfTiMwPNN0wQE7Scfzu9,0,7,0.153,-3.594,1,Looking for You,74,2023-01-13,0.043,81.034
0.715,2023,0.082,['NF'],0.685,217272,0.882,False,0pHrAAe6sSVDeUeNe5IesY,0,0,0.286,-4.103,0,MOTTO,75,2023-04-07,0.296,80.283
0.31,2023,0.143,['Kali Uchis'],0.467,225947,0.624,False,6BQrmjAgPfPTwILoFEK3Hd,0.000899,10,0.145,-8.511,0,I Wish you Roses,76,2023-01-19,0.0508,141.889
0.303,2023,0.0188,"['Lizzo', 'SZA']",0.464,174749,0.724,True,0rc1HCVoReqzzXF9jssqZk,0,7,0.679,-5.019,1,Special (feat. SZA),79,2023-02-09,0.0705,82.526
0.354,2023,0.205,"['Miley Cyrus', 'Brandi Carlile']",0.503,231000,0.722,False,1GN6qqehnqUfUHH1gfK81v,3.52e-05,9,0.0845,-7.595,1,Thousand Miles (feat. Brandi Carlile),80,2023-03-10,0.103,172.006
0.763,2023,0.0808,"['NLE Choppa', 'Lil Wayne']",0.879,187454,0.875,True,2NV0mpU5YbyJXydzYPgw5O,0,10,0.327,-1.868,0,AIN'T GONNA ANSWER,75,2023-03-23,0.18,95.021
0.35,2023,0.633,"['Lana Del Rey', 'Tommy Genesis']",0.487,248928,0.515,True,2Rlso2ZNV0PaWwUYeeBYxx,0.176,4,0.111,-11.767,0,Peppers (feat. Tommy Genesis),80,2023-03-24,0.19,156.738
0.202,2023,0.344,"['Lana Del Rey', 'Father John Misty']",0.327,278126,0.452,False,4qG7hWhljsqqENL5PaLA2z,0.00332,9,0.11,-9.726,1,Let The Light In (feat. Father John Misty),78,2023-03-24,0.0277,132.427
0.396,2023,0.273,"['Tyler, The Creator']",0.407,230554,0.932,True,4Z1ZlABSKDlVByJL3y5OVs,0,6,0.676,-5.253,1,HEAVEN TO ME,76,2023-03-31,0.406,174.849
0.87,2023,0.542,['KAROL G'],0.791,186453,0.45,True,3CNbrXrUrEARw8zeKNCdYo,0,2,0.185,-3.001,1,GUCCI LOS PAÑOS,81,2023-02-24,0.0393,157.953
0.836,2023,0.0893,['Sabrina Carpenter'],0.787,185553,0.686,True,2Zo1PcszsT9WQ0ANntJbID,0,6,0.0927,-4.37,0,Feather,78,2023-03-17,0.0339,123.51
0.865,2023,0.262,['Braden Bales'],0.698,119571,0.581,False,73ZWAySu4UX5LkpCM6zjYh,0,1,0.166,-4.33,1,CHRONICALLY CAUTIOUS,76,2023-02-24,0.155,139.89
0.105,2023,0.00642,"['Polo G', 'Future']",0.513,179533,0.495,True,4MUlNqSrMeFAHA6VpJKMo8,0,1,0.3,-8.454,1,No Time Wasted (feat. Future),76,2023-02-17,0.45,150.035
0.654,2023,0.146,['KAROL G'],0.779,162147,0.825,True,7eTv2OTr3aY5iKtFdBusoA,0,1,0.0989,-3.366,0,BESTIES,81,2023-02-24,0.306,171.926
0.662,2023,0.0812,['Miguel'],0.753,150054,0.458,False,559SdaPI7mqy9IQiscuaMj,0.00413,4,0.209,-12.52,0,Sure Thing - Sped Up,85,2023-01-27,0.123,105.057
0.355,2023,0.223,['NF'],0.549,216097,0.72,False,5yetwZ4BDlgCzd5typypWU,0,8,0.11,-3.993,1,TURN MY BACK,74,2023-04-07,0.27,95.962
0.506,2023,0.227,"['The Weeknd', 'Ariana Grande']",0.575,232857,0.5,False,4W4fNrZYkobj539TOWsLO2,0,1,0.335,-7.594,0,Die For You (with Ariana Grande) - Remix,86,2023-03-14,0.0707,67.033
0.0818,2023,0.00953,"['John Summit', 'Hayla']",0.56,236000,0.832,False,4qDpLaFGf5ampf2DXD2TMA,0.00541,9,0.546,-6.432,0,Where You Are,78,2023-03-03,0.0363,126.0
0.182,2023,0.246,['NF'],0.583,213577,0.676,False,6dijMqFUwi7Dfh1aw5IpoL,0,4,0.12,-4.954,0,LET EM PRAY,74,2023-04-07,0.238,99.502
0.769,2023,0.529,"['Tyler, The Creator']",0.484,216884,0.828,True,3v3gyQkwRQGwDUZ7V2q2lF,0,10,0.163,-6.29,0,WHAT A DAY,75,2023-03-31,0.258,88.939
0.466,2023,0.00942,['Daisy Jones & The Six'],0.323,332387,0.761,False,7bSlafYF33JHLoB9NtsL9V,0.000586,7,0.0827,-6.143,1,Look At Us Now (Honeycomb),78,2023-03-02,0.0479,141.282
0.636,2023,0.0528,"['$uicideboy$', 'Shakewell']",0.878,195600,0.714,True,3wHRgXJJTTwS2CkusTpn56,7.64e-06,8,0.143,-6.344,1,Big Shot Cream Soda,75,2023-02-15,0.239,150.029
0.408,2023,0.902,"['boygenius', 'Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",0.565,180000,0.203,False,5PJH1U5Iie893v48Fl9yaC,0,2,0.115,-13.656,1,Cool About It,76,2023-03-31,0.0332,93.213
0.348,2023,0.288,['Miley Cyrus'],0.625,179427,0.568,False,6FAsJDkg4y5JSWP9ZMKlDj,0,11,0.674,-5.663,1,You,79,2023-03-10,0.0324,85.545
0.864,2023,0.033,['Jonas Brothers'],0.729,145441,0.763,False,5iE3eUH2WGCXcE2xr6DEmU,1e-06,10,0.192,-4.407,1,Waffle House,79,2023-04-07,0.0363,126.002
0.361,2023,0.0149,['Yeat'],0.653,184427,0.485,True,6yTy7zuNnUglg5EIlD5vX4,0,2,0.253,-9.518,1,How it go,76,2023-02-24,0.0451,75.464
0.608,2023,0.0801,"['TAEYANG', 'Jimin']",0.78,175776,0.683,False,61AZsmFB3VoJdmraMk5ZSn,0,0,0.22,-5.319,1,VIBE (feat. Jimin of BTS),82,2023-01-13,0.0575,100.049
0.919,2023,0.0732,['Quavo'],0.825,185001,0.718,True,2eN0rxTtgxKkmVCNgizayr,0.000157,1,0.142,-2.896,1,Greatness,76,2023-02-24,0.0518,139.983
0.681,2023,0.394,"['KAROL G', 'Quevedo']",0.861,183480,0.79,True,1dw7qShk971xMD6r6mA4VN,0,6,0.111,-4.561,1,PERO TÚ,84,2023-02-24,0.291,139.845
0.901,2023,0.312,"['Peso Pluma', 'Blessd']",0.777,155173,0.841,True,7Lkxvfl2rkNYWS4kBDCQtN,7.58e-05,9,0.0706,-4.641,0,Las Morras,81,2023-04-04,0.0407,133.007
0.703,2023,0.0966,['TWICE'],0.756,181680,0.831,False,4OtVQ2ZxS7yigIjGz5yKg1,0,5,0.0499,-2.536,0,SET ME FREE,82,2023-03-10,0.141,113.025
0.68,2023,0.00532,['Luke Combs'],0.586,191987,0.725,False,5OGCd9NL8XcwpkTmSxL5YI,0.00173,10,0.228,-7.073,1,You Found Yours,75,2023-03-24,0.0254,94.995
0.737,2023,0.00205,['Linkin Park'],0.626,201429,0.909,False,5CVZeK7bOC9QxYcZ9gJ5X2,5.19e-06,1,0.29,-4.419,0,Fighting Myself,81,2023-03-24,0.131,140.027
0.545,2023,0.0212,['KAI'],0.629,174507,0.806,False,3WUyu94psXrYV6HZbXgcFA,0.000487,1,0.0955,-2.034,0,Rover,84,2023-03-13,0.201,186.022
0.384,2023,0.0115,['IVE'],0.683,183853,0.875,False,70t7Q6AYG6ZgTYmJWcnkUM,0,4,0.084,-4.866,0,I AM,84,2023-04-10,0.0549,122.002
0.239,2023,0.178,['Jimin'],0.689,229627,0.539,True,3OdIiWnYRHPYtC313Z0Bwy,1.45e-05,2,0.106,-7.671,0,Face-off,84,2023-03-24,0.048,119.949
0.448,2023,0.105,['Melanie Martinez'],0.362,306656,0.545,False,0pwnoUhy57HdGjj1zNzzNV,9.97e-06,1,0.288,-8.962,1,DEATH,77,2023-03-31,0.0665,181.895
0.32,2023,0.149,['Luke Combs'],0.532,229627,0.489,False,2kYevr8cbIAH2ha8210Bnz,0,4,0.237,-7.419,1,Love You Anyway,75,2023-03-24,0.0311,139.807
0.356,2023,0.00183,['Post Malone'],0.48,184005,0.895,False,4qzEjmuz380jeiBJp31oDY,0,2,0.111,-4.872,1,Chemical,74,2023-04-14,0.0426,169.945
0.599,2023,0.348,['Ice Spice'],0.662,104160,0.603,True,31CzqHBAfAfowv3psQ3dvS,0,11,0.085,-5.595,0,Munch (Feelin’ U),77,2023-01-20,0.364,133.629
0.469,2023,0.483,"['KAROL G', 'Ovy On The Drums']",0.957,198667,0.677,True,16dUQ4quIHDe4ZZ0wF1EMN,0.000438,5,0.0961,-3.979,0,CAIRO,84,2023-02-24,0.292,115.0
0.53,2023,0.706,['Kelsea Ballerini'],0.499,183080,0.447,False,5rCt377EMkCJ0D0sldd5t8,0,5,0.0868,-5.083,1,Penthouse,74,2023-02-14,0.0367,75.068
0.18,2023,0.00594,"['OHGEESY', 'Cash Kidd']",0.835,146286,0.552,True,2f9JzwRy6Ofr5ixvN0ojKt,1.24e-05,11,0.139,-8.039,1,GEEKALEEK (feat. Cash Kidd),73,2023-02-03,0.191,105.007
0.826,2023,0.0888,['Morgan Wallen'],0.682,181767,0.805,False,76FeKAU0A4dpFGrVSg2TX2,5.34e-05,2,0.0776,-3.739,1,I Wrote The Book,73,2023-01-31,0.0403,143.978
0.153,2023,0.0683,['d4vd'],0.643,163049,0.807,False,13b4mk5KeJxL0GllHLvtXQ,0,4,0.119,-4.9,0,WORTHLESS,77,2023-03-09,0.0584,124.593
0.474,2023,0.135,"['ROSALÍA', 'Rauw Alejandro']",0.766,176590,0.684,False,3Eax1yebRxj6LSYpxE9Yd3,0.0199,9,0.0832,-4.281,0,VAMPIROS,84,2023-03-24,0.0514,102.045
0.222,2023,0.237,"['Peso Pluma', 'Nicki Nicole']",0.656,222552,0.652,False,5HiA7W5wYDWi06UZFUluRu,4.23e-05,9,0.0803,-5.434,0,Por las Noches - Remix,84,2023-02-27,0.0336,87.46
0.634,2023,0.603,['Melanie Martinez'],0.661,183975,0.235,False,4EXWkO8apwRtwoi6k6nWHe,0.000928,7,0.562,-10.68,0,SPIDER WEB,77,2023-03-31,0.0639,109.867
0.576,2023,0.36,['Melanie Martinez'],0.548,181497,0.601,False,6Z6mjsCgIcFb3JBOxHBcn9,0.000162,7,0.0731,-7.185,0,PLUTO,72,2023-04-05,0.0616,171.92
0.167,2023,0.692,['Daniel Caesar'],0.603,225313,0.441,True,2LlOeW5rVcvl3QcPNPcDus,1.46e-06,9,0.105,-8.178,1,Always,77,2023-04-07,0.0518,136.137
0.634,2023,0.161,"['KAROL G', 'Justin Quiles', 'Angel Dior']",0.9,180040,0.707,True,5yAIrkplUEpMNeojW8Q30o,4.25e-05,1,0.176,-2.792,1,OJOS FERRARI,79,2023-02-24,0.0934,124.042
0.401,2023,0.128,['Kali Uchis'],0.648,129448,0.651,True,4ipzXe2jmoeN7zm2VMb4eX,0,10,0.121,-8.269,0,Hasta Cuando,76,2023-03-03,0.143,90.952
0.545,2023,0.183,['KAROL G'],0.92,170480,0.696,True,505v13epFXodT9fVAJ6h8k,0,6,0.149,-3.356,0,AMARGURA,81,2023-02-24,0.0742,106.966
0.277,2023,0.158,"['Babyface Ray', '42 Dugg']",0.836,153392,0.54,True,4Wlz0HsHZlJy0NDK2h6jq6,0,1,0.302,-8.629,1,Ron Artest,73,2023-02-08,0.327,121.979
0.628,2023,0.026,['JISOO'],0.779,163523,0.646,False,2YXswOX5aKv6OHRKUcAMLQ,2.66e-05,8,0.0943,-5.884,0,All Eyes On Me,80,2023-03-31,0.0388,110.048
0.096,2023,0.0204,"['Yeat', 'YoungBoy Never Broke Again']",0.744,229800,0.647,True,2fpTRcMLt4aKlqULOwuXUP,0.000116,7,0.156,-7.301,0,Shmunk (feat. YoungBoy Never Broke Again),75,2023-02-24,0.111,141.929
0.784,2023,0.0438,"['$uicideboy$', 'Shakewell']",0.745,186094,0.83,True,4s0R9lDVKIchcSlFBPosIN,0,11,0.553,-4.044,0,Whole Lotta Grey,73,2023-02-24,0.343,79.964
0.578,2023,0.31,['NewJeans'],0.705,154194,0.653,False,5LMoKDVzW2kDneNu2UbspP,1.46e-05,1,0.122,-7.407,0,Zero,81,2023-04-03,0.17,171.932
0.212,2023,0.742,['Melanie Martinez'],0.616,267441,0.198,False,7LFeZYHcY5yEjsd8ExRyZf,0,9,0.117,-12.619,0,LIGHT SHOWER,76,2023-03-31,0.0293,78.917
0.831,2023,0.466,['Young Miko'],0.82,159307,0.446,True,44FzVABpR2cciquTqADA0D,0,7,0.13,-7.553,1,Lisa,86,2023-03-03,0.213,81.01
0.198,2023,0.369,['Melanie Martinez'],0.602,238012,0.479,False,4m73pw2oGfhOfBsO5Vbf7f,4.81e-05,7,0.148,-10.297,1,POWDER,72,2023-04-05,0.0332,94.995
0.783,2023,0.165,"['Grupo Firme', 'Junior H']",0.631,155819,0.758,False,6Xfu24Hd3ufGrpGyZFy07M,0,9,0.148,-5.131,0,Tronando Ligas,83,2023-03-21,0.0833,141.969
0.393,2023,0.365,"['Yahritza Y Su Esencia', 'Grupo Frontera']",0.605,160518,0.726,False,4JdSXF2p71cr8uCY3UiJM0,0,6,0.112,-4.515,1,Frágil,80,2023-04-07,0.0309,149.918
0.786,2023,0.55,"['Bizarrap', 'Arcángel']",0.716,228387,0.78,False,7cQ0LAxT5HHCLGbxcjaxac,0,11,0.146,-3.495,0,"Arcángel: Bzrp Music Sessions, Vol. 54",89,2023-03-22,0.297,123.856
0.426,2023,0.592,"['GenriX', 'CORBAL', 'Shiloh Dynasty']",0.608,195605,0.311,False,2OrucC3HEPmZpkaQ05Nx0V,0,4,0.174,-11.255,0,novocaine,79,2023-01-13,0.154,180.362
0.322,2023,0.142,['Melanie Martinez'],0.587,328943,0.753,False,3jBJbxZSaVkaHRrUqEZ1eb,2.38e-06,11,0.331,-8.874,0,BATTLE OF THE LARYNX,76,2023-03-31,0.0527,93.983
0.838,2023,0.172,"['Sam Smith', 'Calvin Harris', 'Jessie Reyez']",0.698,229605,0.895,False,3i0FkJYlU4MFfYkjFHXXAM,1.45e-05,0,0.409,-4.439,1,I'm Not Here To Make Friends,84,2023-01-27,0.0628,114.914
0.25,2023,0.00162,['P!nk'],0.636,237200,0.888,False,4FWbsd91QSvgr1dSWwW51e,0.000216,8,0.147,-3.889,1,TRUSTFALL,83,2023-01-27,0.0945,122.032
0.408,2023,0.34,"['Rauw Alejandro', 'Daddy Yankee']",0.758,197383,0.888,True,0fADaWdT3obxk7zvHS18VY,0.00139,1,0.144,-2.851,1,PANTIES Y BRASIERES,83,2023-01-26,0.0706,107.039
0.361,2023,0.00261,"['boygenius', 'Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",0.508,234933,0.797,False,09DR0sHnQUhHOiSNttc1mv,7.56e-06,1,0.0916,-5.854,1,Not Strong Enough,75,2023-03-31,0.0411,126.982
0.325,2023,0.257,"['KAROL G', 'Maldy']",0.853,208013,0.859,False,6Vn1vje8yMw2OY6IOk9dkH,0,11,0.172,-2.68,0,GATÚBELA,81,2023-02-24,0.306,95.131
0.228,2023,0.00126,"['David Guetta', 'Anne-Marie', 'Coi Leray']",0.602,140018,0.91,False,3BKD1PwArikchz2Zrlp1qi,0.000174,7,0.12,-3.404,1,Baby Don't Hurt Me,84,2023-04-06,0.0308,127.944
0.424,2023,0.0537,"['Trippie Redd', 'Juice WRLD']",0.679,177231,0.769,True,3fNMgjG8yXaSam46swhz7w,0,0,0.309,-3.539,1,KNIGHT CRAWLER (feat. Juice WRLD),74,2023-01-20,0.24,130.094
0.821,2023,0.289,['Ice Spice'],0.902,154869,0.733,True,4yzDNpEa75MSTypGg7tCAx,0,9,0.085,-4.056,1,Princess Diana,74,2023-01-20,0.164,147.977
0.269,2023,0.16,['Luke Combs'],0.511,233667,0.6,False,6DdPacpAdYkxV8MCzsjaXu,5.25e-06,2,0.114,-5.699,1,Growin' Up and Gettin' Old,75,2023-01-27,0.0268,146.051
0.606,2023,0.392,['TWICE'],0.749,180320,0.781,False,5NcLyVjUgG0yfwHgr5t81w,2.12e-06,1,0.086,-3.265,1,MOONLIGHT SUNRISE,80,2023-01-20,0.0578,125.09
0.101,2023,0.434,['Melanie Martinez'],0.679,163278,0.458,False,3SeNIwGVirXfaTWAOXcU2k,0.00386,2,0.0663,-12.03,1,FAERIE SOIRÉE,76,2023-03-31,0.0612,107.935
0.769,2023,0.0875,['HARDY'],0.662,167535,0.77,True,103u49mLoJUge83B1CnLxI,0,0,0.35,-4.887,1,TRUCK BED,72,2023-01-20,0.0367,132.057
0.455,2023,0.0119,['IVE'],0.8,195440,0.792,False,4hbU7BVioG3WnoRNEy5YUf,1.11e-06,11,0.0495,-4.953,1,Kitsch,83,2023-03-27,0.0529,102.0
0.23,2023,0.063,['Thomas Rhett'],0.527,200427,0.598,False,5vZoQQ1hH5L2s4Y8G86ksg,0.000153,1,0.0913,-4.257,1,Angels (Don’t Always Have Wings),72,2023-01-20,0.0283,66.041
0.415,2023,0.178,['Melanie Martinez'],0.715,247875,0.656,False,6bbjMFCiXYhTRCfclucV4S,0.0378,9,0.186,-7.257,1,VOID,71,2023-04-05,0.0421,99.996
0.745,2023,0.382,['Melanie Martinez'],0.712,246295,0.734,True,4XKyYy9SDsvWmEXf24aPiu,0.000173,8,0.0932,-4.91,1,EVIL,71,2023-04-05,0.0238,95.996
0.934,2023,0.0158,"['Latto', 'LU KALA']",0.792,186762,0.874,True,1JUtrCqYzJ80tcAzMbCvir,0.000365,1,0.071,-2.966,1,Lottery (feat. LU KALA),77,2023-02-17,0.0852,113.969
